GD TH_IG IFR
0.251758979726583 219.629309867742 0.62067447868699
0.656709778190901 450.84194217925 11.5808952369871
0.289538299882164 422.46486977092 0.0910391211338381
0.515971312647065 192.624933278421 0.411620559038641
0.741575798038393 564.888993185014 0.0292412676225847
0.394947211916248 605.4890360625 1.40353960311135
0.441217685335626 546.778671129141 0.0584214102333479
0.795968228876591 166.994594334392 7.85205407626056
0.691376726105809 670.707037230022 41.4088848261381
0.369592724467317 769.794116087724 0.316715962116738
0.575310377149532 338.908305636141 38.8083371072608
0.317030496081958 228.823353053303 11.9084302673302
0.18010957521076 483.112462388817 4.18651117562721
0.688586353914191 297.221866151085 1.34198627903848
0.635885197240859 688.706907606684 2.06387768561931
0.295279140391697 149.641118699219 0.264067407364324
0.227549487048139 585.126666381257 0.188633733661093
0.499099545627832 305.388991447398 0.0233413159082368
0.0635953706006209 701.785522117279 0.0117452207344978
0.802960389784227 448.21683979244 0.138786231461996
0.466430292123308 633.939075062517 54.3098522404491
0.141590317034473 68.8534310203977 5.05134717246139
0.413132654676835 379.278188606258 0.851458826277592
0.596435561950008 87.7212637220509 27.0670174259557
0.19728659035638 798.80845315638 2.54697975898512
0.769090490390857 115.479624085128 0.0695690033283444
0.54434620372951 729.658001376083 0.037737128212567
0.126179228834808 358.305106626358 84.5899357261177
0.0772884110671778 259.077278297627 0.0142443272098198
0.831643246648212 500.188584474381 18.43772638181
