GD TH_IG IFR
0.722919515462681 207.326588303217 23.3250118915732
0.37893831691749 439.509898036652 0.442514906854417
0.0895054623174171 526.599872216216 0.0188526024918291
0.666109904651308 334.916450219628 0.0505501600438373
0.208479004286762 463.722444250847 47.5096956436765
0.776928015922507 264.533869967064 1.13774388382449
0.55182448170547 649.345071569717 3.11749970606122
0.711407625280498 762.42568472683 0.0324313829041062
0.343794048865814 122.071242013148 1.83263275475808
0.155126492519464 391.081415003698 0.157930799814243
0.479188041025329 64.9013521898139 16.9488372858043
0.315135952994405 719.454619991094 10.1322610471855
